ContractingOfficeCode	fiscal_year	obligatedamount_1year	numberofactions_1year	NumberOfTransactions_1year	NumberOfContracts_1year	numberofactions_7year	obligatedamount_7year	PBSCobligated_7year
SPRMM1	2016	353862694.6532	5618	5644	4129	NULL	NULL	NULL
DEACD	2016	1021581.0799	306	306	194	NULL	NULL	NULL
00541	2003	33313000.0000	246	291	275	NULL	NULL	NULL
SPM8EC	2009	5965259.0000	157	157	157	NULL	NULL	NULL
CW05 	1995	19473205.0000	99	99	55	NULL	NULL	NULL
RM280	2010	532929.3404	173	46	38	NULL	NULL	NULL
3GJ50 	1993	168698136.0000	NULL	518	231	NULL	NULL	NULL
W912JA	2009	26023030.1144	951	966	736	NULL	NULL	NULL
60902	2013	4940286.8596	429	435	356	NULL	NULL	NULL
19CD30	2017	3007523.0520	195	197	167	NULL	NULL	NULL
HQ009	2015	6027192.1707	540	542	376	NULL	NULL	NULL
AT711	1999	53919329.0000	25	25	4	NULL	NULL	NULL
00126	2004	1826771.9704	284	284	99	NULL	NULL	NULL
40606	2001	31904.0000	1	1	1	NULL	NULL	NULL
PH000	2011	1820767.6833	185	185	155	NULL	NULL	NULL
N55218	2012	39090.9004	2	2	2	NULL	NULL	NULL
BP50A	1995	232607.0000	3	3	2	NULL	NULL	NULL
2JA10B	1989	183000.0000	NULL	8	2	NULL	NULL	NULL
W90VN6	2016	20629967.5818	337	366	287	NULL	NULL	NULL
S3915A	2018	-2441088.6785	639	776	751	NULL	NULL	NULL
000RA	2004	22418781.5938	232	237	179	NULL	NULL	NULL
WR903	2001	3199291.0000	23	23	23	NULL	NULL	NULL
BC662	2005	24056095.4075	297	324	139	NULL	NULL	NULL
0300	2016	0.0000	0	10	10	NULL	NULL	NULL
WS100	2007	114588.0000	27	19	19	NULL	NULL	NULL
GC20 	1995	119959604.0000	805	805	250	NULL	NULL	NULL
FA9300	2009	101963120.1605	441	444	229	NULL	NULL	NULL
00145	2006	13000.0000	3	3	3	NULL	NULL	NULL
F7399	2003	8757710.0000	67	67	57	NULL	NULL	NULL
697276	2017	6846327.1074	372	377	280	NULL	NULL	NULL
HA28	2000	3891995.0000	40	40	26	NULL	NULL	NULL
00636S	2010	33528212.7124	2852	2852	2852	NULL	NULL	NULL
S2305A	2013	-8912012.0641	140	140	124	NULL	NULL	NULL
FA8110	2008	274314274.2422	154	154	44	NULL	NULL	NULL
00502	2006	25825700.7608	138	146	119	NULL	NULL	NULL
N63229	2009	528748.8164	4	4	2	NULL	NULL	NULL
FA8726	2007	710324911.2500	389	389	137	NULL	NULL	NULL
67T0	2007	4094878.9632	670	713	661	NULL	NULL	NULL
3TA13 	1992	22630000.0000	NULL	162	86	NULL	NULL	NULL
GG800	2004	3299701.0000	48	49	48	NULL	NULL	NULL
W911S6	2016	66478001.7583	536	543	377	NULL	NULL	NULL
HA22	2000	23460877.0000	102	102	73	NULL	NULL	NULL
HDEC04	2015	24080459.6900	4104	4298	3736	NULL	NULL	NULL
SP4400	2003	0.0000	0	11	11	NULL	NULL	NULL
00649	2007	12976915.0835	531	557	552	NULL	NULL	NULL
2AC533	1992	95693800.0000	NULL	51	33	NULL	NULL	NULL
83LO	2003	3400.0000	1	1	1	NULL	NULL	NULL
47PF12	2018	9782261.7456	324	337	162	NULL	NULL	NULL
082CS	2001	1437000.0000	7	7	7	NULL	NULL	NULL
3142	2003	14497533.4376	57	66	58	NULL	NULL	NULL
HA43 	1997	923347.0000	14	14	12	NULL	NULL	NULL
SPM2DP	2009	43665631.0000	915	929	929	NULL	NULL	NULL
ZD87	2000	32851295.0000	98	98	50	NULL	NULL	NULL
FA8655	2007	1793557.0000	30	30	24	NULL	NULL	NULL
USHMC	2001	1140000.0000	22	23	17	NULL	NULL	NULL
W912ES	2014	25952205.5801	591	601	398	NULL	NULL	NULL
2AA412	1992	398278000.0000	NULL	24	13	NULL	NULL	NULL
2AA4X0	1993	6744000.0000	NULL	5	4	NULL	NULL	NULL
FA8202	2012	227233583.6697	218	242	110	NULL	NULL	NULL
SPM5M5	2015	232631.0900	4	16	13	NULL	NULL	NULL
75H715	2017	3925267.0326	173	212	146	NULL	NULL	NULL
21504	2009	8542542.6922	972	978	823	NULL	NULL	NULL
00280	2007	89536423.0000	235	267	115	NULL	NULL	NULL
FA8538	2011	54963891.6036	242	274	189	NULL	NULL	NULL
000G9	2007	913227.9775	166	166	147	NULL	NULL	NULL
00001	2012	6053810.0000	189	189	97	NULL	NULL	NULL
USA22	2016	350063.1497	54	54	31	NULL	NULL	NULL
FA8623	2006	33689170.0000	35	35	9	NULL	NULL	NULL
DU100	2001	779437032.0000	1268	1339	681	NULL	NULL	NULL
231E	2006	379807.1587	526	526	523	NULL	NULL	NULL
W91LV2	2007	70170316.5493	376	361	205	NULL	NULL	NULL
CCO00	2004	177746783.9636	1283	1312	623	NULL	NULL	NULL
W52H09	2005	1150569002.2007	4797	4895	3933	NULL	NULL	NULL
IZ100	2007	1844948.3273	131	131	131	NULL	NULL	NULL
4870	2007	5311052.6009	100	118	52	NULL	NULL	NULL
CA310	2004	154600.0000	24	24	17	NULL	NULL	NULL
GD50	2001	222067602.0000	713	751	656	NULL	NULL	NULL
00598	2009	100935521.2399	23773	523	507	NULL	NULL	NULL
00046	2014	109553.3200	13	13	9	NULL	NULL	NULL
693JJ4	2017	58148300.5874	190	221	180	NULL	NULL	NULL
75S203	2018	251257197.2641	256	340	159	NULL	NULL	NULL
N63234	2009	996603.2423	13	13	4	NULL	NULL	NULL
W912J3	2011	5168957.5079	380	419	309	NULL	NULL	NULL
N68171	2002	0.0000	0	1	1	NULL	NULL	NULL
000RA	2006	186200.0000	1	1	1	NULL	NULL	NULL
00608S	2008	4374237.4922	2608	2608	2608	NULL	NULL	NULL
7103	2005	2342338.6250	4	4	4	NULL	NULL	NULL
FPI60	2005	20310082.9706	498	841	821	NULL	NULL	NULL
36C482	2017	1500509.8877	4	4	4	NULL	NULL	NULL
C2742	2000	498057847.0000	1358	1358	220	NULL	NULL	NULL
FA8807	2007	752700394.0000	209	209	65	NULL	NULL	NULL
00001	2012	75648540.7604	551	551	353	NULL	NULL	NULL
00013	2016	794382.3118	83	83	72	NULL	NULL	NULL
C8950	2002	180594617.0000	599	608	481	NULL	NULL	NULL
91S8	2010	28787255.4769	518	1197	745	NULL	NULL	NULL
EE465	2011	203207.2603	94	94	42	NULL	NULL	NULL
00030	2011	78169522.5111	1012	1059	648	NULL	NULL	NULL
00541S	2007	2124724.8533	1417	1417	1417	NULL	NULL	NULL
RN504	2004	146089.0000	3	3	3	NULL	NULL	NULL
FBOAD	2004	75367.0391	1	1	1	NULL	NULL	NULL
00275	2014	299603781.2530	1405	1476	1137	NULL	NULL	NULL
GM15	2003	213474764.0000	239	243	120	NULL	NULL	NULL
DA200	2014	2092911.8900	181	190	151	NULL	NULL	NULL
N70272	2018	4844596.0618	511	511	399	NULL	NULL	NULL
0295	2012	154063.8901	31	31	24	NULL	NULL	NULL
JA800	2007	15848974.6137	5569	481	473	NULL	NULL	NULL
4620	2008	189790.1194	29	30	27	NULL	NULL	NULL
00020	2009	48910.0000	18	18	6	NULL	NULL	NULL
GZ09 	1998	110414228.0000	75	75	19	NULL	NULL	NULL
CA806	2009	42357.4199	2	3	3	NULL	NULL	NULL
2AM611	1992	15892000.0000	NULL	21	15	NULL	NULL	NULL
N68094	2007	3707472.2592	192	190	190	NULL	NULL	NULL
WHARC	2002	3341000.0000	54	71	61	NULL	NULL	NULL
M68450	2018	1185269.6465	64	63	56	NULL	NULL	NULL
PH000	2006	585113.2271	51	49	49	NULL	NULL	NULL
61611	2011	25875197.0087	1596	1510	1219	NULL	NULL	NULL
BS000	2002	0.0000	0	1	1	NULL	NULL	NULL
BSPTX	2013	2842030.8361	284	285	282	NULL	NULL	NULL
2TN519	1993	364214.0000	NULL	8	7	NULL	NULL	NULL
W912EK	2006	26005750.5596	869	874	695	NULL	NULL	NULL
1HC32 	1992	3407000.0000	NULL	38	30	NULL	NULL	NULL
N00253	2016	118334138.2117	1510	1556	1003	NULL	NULL	NULL
FSIAQ	2011	125718027.2580	2501	3035	2243	NULL	NULL	NULL
00243	2016	824011.2600	10	10	4	NULL	NULL	NULL
2RQ500	1993	1284341.0000	NULL	11	4	NULL	NULL	NULL
FA8206	2016	20725759.6300	84	89	60	NULL	NULL	NULL
00055	2009	927154636.7500	36	36	5	NULL	NULL	NULL
AI000	2006	36880.0000	1	1	1	NULL	NULL	NULL
5405	2009	198402.7900	38	38	38	NULL	NULL	NULL
GR15 	1996	62950453.0000	222	222	140	NULL	NULL	NULL
GR14 	1999	76738657.0000	204	204	112	NULL	NULL	NULL
UA000	2009	15218578.6088	513	519	301	NULL	NULL	NULL
00262	2016	736277932.0491	62978	7598	5317	NULL	NULL	NULL
DEANY	2012	5835801.3165	931	928	512	NULL	NULL	NULL
8315	2015	23923.4200	6	6	4	NULL	NULL	NULL
00520	2011	51662908.2509	2244	2255	1729	NULL	NULL	NULL
00666	2014	56525.2700	6	6	6	NULL	NULL	NULL
000DG	2004	3513420.0000	34	34	15	NULL	NULL	NULL
SPM2DH	2014	28083048.3800	498	533	513	NULL	NULL	NULL
FA5531	2017	612036.5996	42	23	19	NULL	NULL	NULL
SPM460	2010	965717.0000	41	41	41	NULL	NULL	NULL
7MMA	2012	1125262.1244	125	125	108	NULL	NULL	NULL
FA8102	2009	218772719.5887	327	333	114	NULL	NULL	NULL
1DA15 	1993	58443919.0000	NULL	578	299	NULL	NULL	NULL
FI300	2002	625000.0000	6	6	6	NULL	NULL	NULL
ZA97 	1997	56172.0000	2	2	2	NULL	NULL	NULL
6333	2015	111990.2100	13	13	13	NULL	NULL	NULL
83L0	2009	156703.3510	55	55	51	NULL	NULL	NULL
N62814	2007	557187.8389	8	8	8	NULL	NULL	NULL
SPM7MC	2009	490904.0000	33	33	33	NULL	NULL	NULL
32KW	2005	26799657.2541	1312	1321	1268	NULL	NULL	NULL
EI300	2014	2178733.0700	200	249	188	NULL	NULL	NULL
RN500	2000	4753239.0000	90	90	76	NULL	NULL	NULL
00081	2009	26687630.0368	645	710	552	NULL	NULL	NULL
N00259	2014	51424445.5102	4116	4116	3281	NULL	NULL	NULL
00001	2002	14147025.0000	72	76	63	NULL	NULL	NULL
00052	2002	30898208.8906	63	65	23	NULL	NULL	NULL
FA8207	2007	23925106.0000	165	166	154	NULL	NULL	NULL
1600	2009	44335.0000	2	2	2	NULL	NULL	NULL
W91248	2018	83503771.7766	945	1029	737	NULL	NULL	NULL
45LE	2013	487629.3217	60	60	56	NULL	NULL	NULL
GE40	2002	251788915.0000	538	542	497	NULL	NULL	NULL
W9124P	2018	246990102.1909	1530	1548	1268	NULL	NULL	NULL
733510	2018	120924002.6430	1523	1626	1123	NULL	NULL	NULL
KQ000	2010	14682016.2637	153	191	117	NULL	NULL	NULL
36C565	2017	30601.0000	1	1	1	NULL	NULL	NULL
KT000	2010	138502253.0843	635	648	331	NULL	NULL	NULL
JA10A	1997	94392125.0000	393	393	148	NULL	NULL	NULL
N61982	2010	24653.6197	3	3	3	NULL	NULL	NULL
8167	2014	236362.2000	24	24	24	NULL	NULL	NULL
15F065	2017	215351.9433	6	6	6	NULL	NULL	NULL
SF000	2003	308000.0000	56	56	56	NULL	NULL	NULL
PK500	2006	181699.6693	71	23	23	NULL	NULL	NULL
AZ000	2013	48826436.1927	664	791	353	NULL	NULL	NULL
JM370	2013	2198667.4808	115	160	134	NULL	NULL	NULL
0140	2004	254895857.0000	215	224	121	NULL	NULL	NULL
000YB	2016	15383478.8712	241	240	170	NULL	NULL	NULL
SSC00	2016	192447830.4129	660	689	168	NULL	NULL	NULL
BK800	2016	4032565.3496	347	359	264	NULL	NULL	NULL
00688	2010	67849290.2234	276	376	348	NULL	NULL	NULL
MX560	2015	1774093.7700	217	234	159	NULL	NULL	NULL
00644	2002	8805882.0000	158	167	166	NULL	NULL	NULL
126197	2017	11387144.9788	721	726	647	NULL	NULL	NULL
33A7	2007	172088.4019	9	9	8	NULL	NULL	NULL
00088	2009	38987410.3243	342	372	244	NULL	NULL	NULL
GU50	2001	72736405.0000	269	269	176	NULL	NULL	NULL
2328	2012	373255.3311	38	38	37	NULL	NULL	NULL
2RX460	1993	553238.0000	NULL	9	9	NULL	NULL	NULL
36P242	2018	19652560.5112	10572	1621	1185	NULL	NULL	NULL
QM000	2003	703000.0000	45	47	34	NULL	NULL	NULL
FA8209	2017	-4738411.2279	330	330	300	NULL	NULL	NULL
S0605A	2013	-2193840.4080	39	39	30	NULL	NULL	NULL
KZ000	2016	16115994.0080	105	105	60	NULL	NULL	NULL
3187	2008	72260047.6223	779	822	579	NULL	NULL	NULL
QA270	2003	4636725.0000	2	2	2	NULL	NULL	NULL
N61923	2017	85308.0000	12	12	11	NULL	NULL	NULL
15JA02	2017	382103.8198	12	13	13	NULL	NULL	NULL
SP4700	2003	0.0000	0	2	2	NULL	NULL	NULL
20020	2009	576288.8100	89	89	64	NULL	NULL	NULL
19RP38	2018	9123503.0511	619	728	604	NULL	NULL	NULL
DAAB15	2001	2379709.7500	3	3	3	NULL	NULL	NULL
OR030	2014	1289131.1100	134	135	123	NULL	NULL	NULL
N68095	2010	2983301.3942	358	358	264	NULL	NULL	NULL
S0602A	2012	-25462538.1403	420	420	375	NULL	NULL	NULL
EU000	2002	232112860.0000	1858	1873	1866	NULL	NULL	NULL
013H 	1999	519579098.0000	5341	5341	757	NULL	NULL	NULL
SP0300	2013	82155954.8602	449	449	391	NULL	NULL	NULL
DS000	2014	340940046.8383	933	969	564	NULL	NULL	NULL
83A7	2012	1908365.6570	193	193	142	NULL	NULL	NULL
19PK70	2017	204564.5607	21	28	23	NULL	NULL	NULL
9A47	2008	1677678.5126	121	143	86	NULL	NULL	NULL
125405	2018	918315.7099	60	60	55	NULL	NULL	NULL
FA4486	2010	21975462.8064	755	552	402	NULL	NULL	NULL
5114	2010	9593302.2188	438	467	335	NULL	NULL	NULL
SPE300	2017	814283224.4182	199096	199374	199284	NULL	NULL	NULL
MT002	2006	4825368.8214	215	215	215	NULL	NULL	NULL
N00604	2018	160107421.7102	13629	1649	1170	NULL	NULL	NULL
00663	2002	32547000.0000	237	390	390	NULL	NULL	NULL
FA8519	2007	189329209.0000	350	361	321	NULL	NULL	NULL
CW39 	1999	21131421.0000	211	211	127	NULL	NULL	NULL
GP04	2000	128675803.0000	169	169	49	NULL	NULL	NULL
N63212	2010	697623.0000	4	4	4	NULL	NULL	NULL
	2003	567256.5000	15	15	15	NULL	NULL	NULL
0208	2015	359359.9400	51	52	47	NULL	NULL	NULL
CE200	2013	2006818.9467	220	244	203	NULL	NULL	NULL
00231	2007	2109990.0000	1	1	1	NULL	NULL	NULL
00512	2003	37159210.0000	270	338	334	NULL	NULL	NULL
N62109	2011	24009.3403	5	6	6	NULL	NULL	NULL
00009	2001	1416976005.5407	166	170	62	NULL	NULL	NULL
00M00	2002	3144000.0000	83	85	76	NULL	NULL	NULL
EC300	2006	431774.3514	226	38	38	NULL	NULL	NULL
PHXAZ	2007	29781540.7925	304	310	310	NULL	NULL	NULL
USA74	2012	6578.8301	65	4	4	NULL	NULL	NULL
SI000	2013	28893692.3340	884	932	592	NULL	NULL	NULL
W912HY	2018	87203.0781	1	1	1	NULL	NULL	NULL
FA9300	2015	71330904.7399	310	314	161	NULL	NULL	NULL
PK620	1998	1248613.0000	4	4	1	NULL	NULL	NULL
HA14 	1997	23931973.0000	89	89	61	NULL	NULL	NULL
UA10B	1999	6281034.0000	127	127	71	NULL	NULL	NULL
52B1	2006	397283.4956	31	33	32	NULL	NULL	NULL
333159	2017	746050.1606	29	29	27	NULL	NULL	NULL
2TK400	1992	2298391.0000	NULL	33	19	NULL	NULL	NULL
64PP	2015	1216510.9700	93	93	79	NULL	NULL	NULL
1HA12 	1993	2117560.0000	NULL	3	3	NULL	NULL	NULL
ZD14 	1998	82641787.0000	201	201	32	NULL	NULL	NULL
DC000	2014	3277763.0189	78	80	48	NULL	NULL	NULL
SPM7MX	2018	1086436.2751	1411	1496	1358	NULL	NULL	NULL
GE50	2000	432959298.0000	200	200	58	NULL	NULL	NULL
WY030	2004	35629.0000	17	19	13	NULL	NULL	NULL
N69199	2015	37684.3500	5	5	5	NULL	NULL	NULL
FA8505	2016	890343750.4574	231	255	125	NULL	NULL	NULL
CW21	2002	38436626.3199	167	169	121	NULL	NULL	NULL
00004	2007	1318329.4688	8	9	9	NULL	NULL	NULL
3395	2006	940530.0125	113	106	89	NULL	NULL	NULL
1605BS	2017	349520.1890	86	86	71	NULL	NULL	NULL
MS026	2015	233599.1700	46	46	43	NULL	NULL	NULL
00241P	2013	0.0000	0	2	2	NULL	NULL	NULL
094TZ	2001	11049000.0000	88	91	76	NULL	NULL	NULL
00211	2008	11109058.5200	210	211	183	NULL	NULL	NULL
JA020	2002	194239.0000	1	3	3	NULL	NULL	NULL
00118	2008	816681.6231	134	134	95	NULL	NULL	NULL
N63299	2011	1209801.0000	6	6	6	NULL	NULL	NULL
15DDL6	2017	81665.4799	43	43	32	NULL	NULL	NULL
00306	2011	1028922.2049	69	69	43	NULL	NULL	NULL
N40192	2010	311875125.6888	641	740	426	NULL	NULL	NULL
3SD08 	1991	21547000.0000	NULL	135	84	NULL	NULL	NULL
KSC00	2008	1009477724.8824	1822	1903	1064	NULL	NULL	NULL
SPRPA1	2010	732645840.6374	3314	3327	2582	NULL	NULL	NULL
00538S	2010	4122643.7581	418	418	418	NULL	NULL	NULL
MA100	2002	511000.0000	5	6	5	NULL	NULL	NULL
81200	2001	1199000.0000	6	7	6	NULL	NULL	NULL
SPEHA6	2018	7529577.2364	819	821	704	NULL	NULL	NULL
895032	2017	16965575.7085	282	285	247	NULL	NULL	NULL
N00164	2005	2136998.8100	43	48	35	NULL	NULL	NULL
50000	2009	41172734.7170	2050	2064	1808	NULL	NULL	NULL
9531BY	2018	839147.0147	72	72	66	NULL	NULL	NULL
4283	2006	4307521.5370	61	71	63	NULL	NULL	NULL
47PH02	2017	39851280.6740	382	455	348	NULL	NULL	NULL
HDEC09	2013	90399010.6990	59196	1122	1122	NULL	NULL	NULL
LQ000	2015	29300432.9844	95	118	74	NULL	NULL	NULL
ACL00	2016	116994418.9404	267	293	144	NULL	NULL	NULL
SPE8EC	2014	132240882.6675	285	307	269	NULL	NULL	NULL
00023	2006	348735.0000	119	119	15	NULL	NULL	NULL
KF10 	1999	41046314.0000	304	304	220	NULL	NULL	NULL
140A01	2017	17497723.3750	502	570	511	NULL	NULL	NULL
00049	2007	222028.1390	30	30	30	NULL	NULL	NULL
00002	2002	18960935.0000	258	272	222	NULL	NULL	NULL
2BN317	1993	32838806.0000	NULL	71	22	NULL	NULL	NULL
00675	2011	46011479.8451	619	629	561	NULL	NULL	NULL
PHI00	2005	127204.0000	3	3	3	NULL	NULL	NULL
KU000	2011	499793240.5826	12829	13068	12951	NULL	NULL	NULL
000SB	2001	235462507.4414	855	887	723	NULL	NULL	NULL
9549	2012	50520.6914	2	2	2	NULL	NULL	NULL
MSDC0	2013	91052918.7797	652	706	505	NULL	NULL	NULL
000DK	2005	2202118.6299	10	11	7	NULL	NULL	NULL
S1221A	2016	-17698812.0300	148	149	127	NULL	NULL	NULL
RA11M	1997	26288165.0000	177	177	102	NULL	NULL	NULL
15JA21	2017	678845.1668	24	24	21	NULL	NULL	NULL
FA4621	2008	24150432.6939	710	671	393	NULL	NULL	NULL
00073	2014	1124847.4900	60	60	51	NULL	NULL	NULL
FA8051	2014	158664557.2825	605	702	340	NULL	NULL	NULL
SPM7L1	2014	232711530.9632	6118	6125	5834	NULL	NULL	NULL
BT59	2002	26421526.0000	191	195	177	NULL	NULL	NULL
31402	2009	4461904.5241	289	292	256	NULL	NULL	NULL
NU700	2008	2615683.2349	1614	216	201	NULL	NULL	NULL
BT61 	1997	915577.0000	8	8	7	NULL	NULL	NULL
15DDNE	2017	955831.7459	82	84	67	NULL	NULL	NULL
00068	2001	44000.0000	1	1	1	NULL	NULL	NULL
DA200	2005	1746290.0000	4	4	1	NULL	NULL	NULL
4660	2014	4183034.4700	230	261	186	NULL	NULL	NULL
FORAR	2009	2418000.2956	315	315	312	NULL	NULL	NULL
00518S	2011	2351069.0075	257	257	257	NULL	NULL	NULL
MD700	2005	894675.4883	7	7	7	NULL	NULL	NULL
20104	2007	11004371.7322	2171	1381	1087	NULL	NULL	NULL
DEABO	2011	2600486.8079	456	457	224	NULL	NULL	NULL
2JA122	1989	363000.0000	NULL	1	1	NULL	NULL	NULL
2PB10C	1992	28903000.0000	NULL	54	14	NULL	NULL	NULL
00200	2007	3061742350.2014	7093	7340	5039	NULL	NULL	NULL
AA22 	1995	30595227.0000	230	230	164	NULL	NULL	NULL
LS000	2009	40392390.7103	356	557	270	NULL	NULL	NULL
W9124D	2013	747990047.1371	3351	3803	2553	NULL	NULL	NULL
720688	2017	4193765.1339	40	40	34	NULL	NULL	NULL
EB000	2004	392756523.1987	1982	1993	962	NULL	NULL	NULL
AB07	2002	4299828563.0000	4717	4791	2546	NULL	NULL	NULL
FA8121	2015	141941920.6385	345	415	312	NULL	NULL	NULL
AA14	2001	10046151.0000	139	140	107	NULL	NULL	NULL
00070	2007	862671.6921	34	34	26	NULL	NULL	NULL
OXFWI	2005	16322241.0000	100	100	100	NULL	NULL	NULL
GU82 	1997	1818918589.0000	196	196	36	NULL	NULL	NULL
W91GXS	2006	2526321.0000	34	13	13	NULL	NULL	NULL
W91GFC	2011	3638115.3871	558	567	368	NULL	NULL	NULL
TK617	1999	151152.0000	2	2	1	NULL	NULL	NULL
00030	2008	531441706.1211	275	280	118	NULL	NULL	NULL
6240	2009	232534.7497	40	40	40	NULL	NULL	NULL
2D37	2011	1992426.1769	73	92	52	NULL	NULL	NULL
00663	2005	33898797.5446	96	106	106	NULL	NULL	NULL
15B110	2018	6086732.3469	222	224	178	NULL	NULL	NULL
05M6	2006	389177.4693	9	10	9	NULL	NULL	NULL
HK300	2001	1653000.0000	31	31	31	NULL	NULL	NULL
140D70	2017	26941007.9084	266	284	223	NULL	NULL	NULL
47PD09	2018	49768.4600	2	2	1	NULL	NULL	NULL
2XSP02	1993	51663511.0000	NULL	52	5	NULL	NULL	NULL
00100	2008	2021712221.0732	77	84	35	NULL	NULL	NULL
EE458	2005	104694.1100	84	84	27	NULL	NULL	NULL
SPM8EF	2016	2083032.0900	14	23	20	NULL	NULL	NULL
SPRHA4	2009	67714237.8227	58	60	52	NULL	NULL	NULL
3AC08 	1993	3430997.0000	NULL	11	11	NULL	NULL	NULL
00529P	2006	861237.4822	8812	55	55	NULL	NULL	NULL
UJ000	2001	12861000.0000	96	97	68	NULL	NULL	NULL
F7004	2004	386450187.9473	671	683	470	NULL	NULL	NULL
SA7042	2007	10327331.7297	580	580	335	NULL	NULL	NULL
HQC007	2015	7022195.5834	71	71	57	NULL	NULL	NULL
CR000	2011	165780748.1361	657	707	495	NULL	NULL	NULL
FA8518	2003	0.0000	0	3	3	NULL	NULL	NULL
F7004	1995	91083725.0000	281	281	156	NULL	NULL	NULL
ETATP	2013	187631865.2830	570	579	329	NULL	NULL	NULL
BT59 	1998	22617504.0000	219	219	101	NULL	NULL	NULL
81400	2003	254421008.0000	150	160	118	NULL	NULL	NULL
JA000	2015	39140506.3737	530	558	344	NULL	NULL	NULL
EE463	2006	240051.6701	83	83	45	NULL	NULL	NULL
FA5000	2016	128191402.1789	1598	1412	922	NULL	NULL	NULL
GZ24	2000	86708742.0000	126	126	25	NULL	NULL	NULL
GI000	2006	52619035.7804	132	155	94	NULL	NULL	NULL
19AG10	2018	1807583.3464	233	235	185	NULL	NULL	NULL
00580	2010	98382497.2044	1687	1741	1670	NULL	NULL	NULL
W912R1	2005	8891290.0000	253	254	233	NULL	NULL	NULL
3JL0	2015	3586274.2301	197	198	191	NULL	NULL	NULL
HA40 	1998	6060877.0000	57	57	42	NULL	NULL	NULL
AZ010	2001	0.0000	0	2	2	NULL	NULL	NULL
63A9	2003	383085.0000	2	2	2	NULL	NULL	NULL
0006B	2003	144000.0000	3	3	3	NULL	NULL	NULL
FERC1	2008	65254206.1456	139	156	69	NULL	NULL	NULL
19JA80	2017	10146989.3664	420	468	342	NULL	NULL	NULL
00437	2014	76012821.1063	981	1071	836	NULL	NULL	NULL
SG62 	1996	14592346.0000	110	110	28	NULL	NULL	NULL
FM001	2014	31174047.0294	260	270	211	NULL	NULL	NULL
N62383	2009	643467.0000	16	16	16	NULL	NULL	NULL
N0612A	2014	55277.7300	8	6	6	NULL	NULL	NULL
00213	2002	182179315.0000	586	596	493	NULL	NULL	NULL
JE000	2007	3690462.5893	178	184	133	NULL	NULL	NULL
CMD000	2015	40566939.3798	386	489	420	NULL	NULL	NULL
CA000	2009	126357658.3352	690	758	387	NULL	NULL	NULL
FA8003	2012	19053692.2929	14	16	10	NULL	NULL	NULL
S5106A	2008	3724706.9814	246	222	152	NULL	NULL	NULL
A8100	1997	784046.0000	4	4	2	NULL	NULL	NULL
NZP	2007	122162.0000	3	3	2	NULL	NULL	NULL
W912C7	2007	37193894.6282	1110	1110	655	NULL	NULL	NULL
W913FT	2011	35780361.1291	827	847	586	NULL	NULL	NULL
82X9	2013	36321693.3320	885	1404	907	NULL	NULL	NULL
MS077	2016	365879.9200	161	161	93	NULL	NULL	NULL
JA124	2001	22127667.0000	182	185	184	NULL	NULL	NULL
N66715	2013	35751398.3560	113	113	89	NULL	NULL	NULL
NV040	2012	1151306.9915	93	94	86	NULL	NULL	NULL
CA455	2011	489153.8017	43	43	38	NULL	NULL	NULL
S0305A	2018	2091593.7722	124	125	93	NULL	NULL	NULL
00557	2016	554193.0295	27	30	25	NULL	NULL	NULL
5522	2009	226365.9684	30	30	30	NULL	NULL	NULL
NRCR2	2006	610019.8198	113	113	90	NULL	NULL	NULL
00241	2005	0.0000	0	1	1	NULL	NULL	NULL
SPRWA1	2012	188228789.7971	299	351	263	NULL	NULL	NULL
SPMHA6	2013	2246210.7389	171	171	157	NULL	NULL	NULL
ACBBD	2003	5123907.8438	25	25	22	NULL	NULL	NULL
W911NF	2006	196984059.0000	881	881	623	NULL	NULL	NULL
82BH	2009	1540075.1907	122	121	99	NULL	NULL	NULL
ATS01	2015	14151941.1026	21	26	25	NULL	NULL	NULL
MD013	2005	170815.2968	5	5	2	NULL	NULL	NULL
HA35 	1998	7343282.0000	68	68	55	NULL	NULL	NULL
8429	2014	282135.9500	500	514	451	NULL	NULL	NULL
W90WH9	2011	340443.4907	45	47	36	NULL	NULL	NULL
SPM407	2004	0.0000	0	71	71	NULL	NULL	NULL
8379	2005	782029.8203	23	23	14	NULL	NULL	NULL
N62437	2013	282787.9598	144	144	144	NULL	NULL	NULL
47PG04	2018	1543391.7816	153	153	83	NULL	NULL	NULL
00024	2003	76347.0000	3	3	3	NULL	NULL	NULL
54A4	2007	896684.4566	61	61	47	NULL	NULL	NULL
00515	2012	34530450.6358	1361	792	676	NULL	NULL	NULL
D710F	1999	69005532.0000	425	425	138	NULL	NULL	NULL
GV70 	1998	122587829.0000	291	291	59	NULL	NULL	NULL
2VC501	1992	453000.0000	NULL	8	2	NULL	NULL	NULL
86543F	2018	45895514.5359	82	113	67	NULL	NULL	NULL
00649P	2006	318475.1443	7042	44	44	NULL	NULL	NULL
00516	2014	4930072.0580	499	502	502	NULL	NULL	NULL
00006	2002	14104000.0000	258	269	215	NULL	NULL	NULL
SPE5E0	2014	160622.5000	18	18	18	NULL	NULL	NULL
KF11 	1998	77184921.0000	527	527	276	NULL	NULL	NULL
W911SR	2007	483417544.4005	1452	1489	823	NULL	NULL	NULL
00089	2002	2752730.2110	12	12	12	NULL	NULL	NULL
W912LQ	2005	32829990.0000	284	287	250	NULL	NULL	NULL
